ipd_mean	pw_mean
0.19999999999994736	0.07789473684213684
0.273333333333365	0.12000000000003
1.1397101449288303	0.10376811594208693
0.1983333333333708	0.09388888888892083
0.513066666666796	0.2336
0.2758620689655276	0.10712643678160347
0.6027586206894379	0.10666666666669998
1.0427586206898725	0.0749425287356276
0.3151851851852777	0.24555555555560835
3.487272727272939	0.07555555555554241
0.3610810810810703	0.08396396396400811
0.5888372093020534	0.09891472868216979
0.4301449275360129	0.1110144927536152
0.5769105691057488	0.16845528455280973
0.3755555555554499	0.12349206349211907
0.5259259259262221	0.12177777777781998
0.2753488372094046	0.17550387596897907
0.18202898550726518	0.1310144927536631
0.3742222222221624	0.12207407407410223
0.35940740740749555	0.13362962962963112
0.2983703703702245	0.10548148148151558
0.599727891156596	0.12272108843540613
0.19322033898304405	0.16293785310736608
0.6194666666665999	0.091200000000014
0.3104093567252632	0.17356725146198423
1.2019444444449416	0.09611111111111252
0.2948148148148278	0.09802469135803704
0.2405031446540264	0.09660377358493022
0.3111111111110824	0.10614379084966866
1.1848000000000598	0.13893333333335403
0.5679432624115534	0.16765957446805743
0.15319727891154894	0.09959183673471021
0.1235374149659857	0.13850340136053677
0.3553846153847615	0.26769230769211927
1.0187755102034366	0.09714285714284288
0.28444444444447214	0.13851851851855562
0.1409150326797667	0.1014379084967373
0.14830769230774313	0.14871794871798155
0.1848888888888717	0.08755555555555
0.21151515151508482	0.29030303030311655
0.18370370370375552	0.18201058201055556
0.2357062146892118	0.10531073446331865
0.33920903954807113	0.15322033898306775
0.38271604938283904	0.08691358024689444
0.3737499999999733	0.1747916666666938
0.9085380116960478	0.1106432748538211
0.37107344632775746	0.09740112994348646
0.48644444444450485	0.135111111111115
1.474712643678666	0.10206896551725864
0.8433333333334944	0.10000000000004997
0.7123809523809049	0.14730158730157145
0.26603174603169516	0.07788359788362542
0.41748633879772795	0.08021857923497377
0.8591044776120953	0.36159203980096855
0.14427860696523873	0.14666666666664777
0.317111111111185	0.11177777777776668
0.30605128205137844	0.14871794871794466
0.356402116402149	0.08677248677250952
0.2476836158192153	0.14350282485877972
0.4730158730160207	0.09566137566137779
0.5248275862070034	0.07540229885059312
0.9266666666667188	0.0954166666666891
0.7959139784944939	0.1055913978494742
0.3940000000001501	0.11733333333333672
0.4057142857142016	0.1517460317460015
0.19091787439621302	0.25893719806763627
0.12343434343433334	0.15030303030310152
0.27978142076502627	0.12153005464483446
0.3697512437811029	0.3289552238807551
0.35793427230057173	0.16394366197188584
0.40750000000015757	0.18458333333337335
0.3248677248677365	0.11661375661376669
0.4062365591398112	0.0918279569892387
0.3515897435898584	0.10379487179486155
0.3854166666666827	0.10875000000001561
0.1171282051281954	0.2209230769230277
0.1651282051281892	0.09702564102562
0.21294685990337098	0.16038647342994064
0.3678873239437111	0.19605633802820283
0.7183333333339486	0.07666666666665627
0.510564102564106	0.09312820512825079
0.39466666666685685	0.0906666666666585
0.37866666666667237	0.14333333333334874
1.3014414414410809	0.08954954954959325
0.7523555555557359	0.10257777777780801
0.5457534246576287	0.15433789954340685
0.16789473684207226	0.14333333333332496
1.295721393035297	0.08597014925375672
0.862044444444048	0.2430222222222254
0.11360730593605481	0.2968036529681151
0.15568075117373384	0.1500469483568464
0.21215686274513232	0.1327450980392559
0.19543378995425337	0.15287671232878763
0.6013333333332269	0.09523809523808285
0.6415023474178378	0.12356807511741968
0.17405405405407834	0.10630630630630405
0.3453333333333941	0.07676190476194857
0.6087562189052745	0.10328358208955375
0.9171282051276001	0.17025641025647692
0.36981481481473744	0.35444444444438167
0.26114285714299995	0.44533333333328545
0.8855238095239449	0.13790476190475007
0.34632911392421384	0.10717299578061266
0.5342342342342851	0.11351351351351488
0.5052525252524439	0.1793939393939318
0.24292237442923145	0.1473972602740205
0.2183783783784067	0.19693693693695674
0.19508771929826843	0.2808771929824933
0.31343283582088804	0.09233830845773136
0.31543378995435195	0.1318721461187589
0.12882629107983526	0.13427230046945768
0.19075555555556398	0.08835555555554803
0.16920634920625593	0.35444444444446194
0.640913242009108	0.14118721461192335
0.16742424242434084	0.24196969696980677
0.7706306306307166	0.15531531531530676
0.23573333333330534	0.10240000000001069
1.0048780487800804	0.1521951219512268
0.7698701298698014	0.11896103896103384
1.926491228069522	0.10017543859649214
0.7376525821596349	0.12920187793427182
0.1917808219178562	0.10447488584476168
0.5358222222222118	0.12799999999994935
0.1461538461538821	0.18324786324784617
0.3312962962964417	0.10074074074075418
0.6414117647057849	0.10321568627455771
0.3903703703703776	0.11814814814817359
0.4398245614036354	0.12052631578949997
0.36666666666678455	0.15145299145302824
0.37789029535862273	0.15324894514772033
0.1164999999999862	0.32750000000017127
0.2942222222220906	0.116088888888896
0.29730158730161066	0.20476190476190953
0.2541365461847589	0.16096385542167477
0.2975527426161785	0.11527426160340888
0.27214035087719995	0.21936842105258939
0.1966265060240747	0.13349397590360365
0.17204301075269884	0.13290322580646233
0.23814345991551886	0.09620253164555445
0.12200000000001118	0.10650000000004756
0.2946666666666524	0.12333333333335128
0.42731707317075746	0.1747967479675036
0.25847389558239386	0.10329317269073252
0.40422764227650726	0.12243902439027435
0.2506329113924405	0.22987341772150122
0.2955311355311636	0.1444688644688352
0.16032921810698642	0.1794238683127741
0.30716049382727284	0.13563786008229753
0.4227301587301799	0.2218412698413009
0.3526666666666975	0.0888333333333726
0.47269841269842855	0.2879365079366106
0.25975903614469636	0.1143775100402277
0.5511646586345456	0.06971887550201808
0.5871264367815852	0.11203065134102534
0.51540740740739	0.1894814814814677
0.5794636015325334	0.08567049808429199
0.5228464419476032	0.11505617977530451
0.8179710144924194	0.14753623188408257
0.18530303030303405	0.08954545454547616
0.6142222222224913	0.16266666666665666
0.5233333333333282	0.15101449275363588
0.1965925925925556	0.16444444444446554
2.5238095238098674	0.09465201465204069
0.27882352941172933	0.15908496732031469
1.506367041198745	0.08808988764047078
0.9779775280899394	0.121947565543064
1.7208988764046071	0.12494382022473362
0.525942028985415	0.1320289855072859
0.8483516483516986	0.0911355311355286
0.36952380952387354	0.17010989010990324
